algorithm,base_text,growing_text,base_text_size,growing_text_size,time,space
memo,raven,a_story_of_a_little_pet_bear,1000,1000,642771110,214036480
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22120034,6516736
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,16072999,3325952
memo,raven,a_story_of_a_little_pet_bear,1000,1000,641755307,214032384
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22088702,6516736
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15910249,3325952
memo,raven,a_story_of_a_little_pet_bear,1000,1000,639666607,214036480
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22025889,6516736
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15530367,3325952
memo,raven,a_story_of_a_little_pet_bear,1000,1000,639373377,214036480
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22054113,6516736
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15198806,3325952
memo,raven,a_story_of_a_little_pet_bear,1000,1000,647823392,214036480
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21977335,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15263632,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,643509354,214036480
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21750766,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15311352,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,643018601,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22027885,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15321395,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,643920187,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22590328,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15077113,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,640175879,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22001407,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15308773,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,640888461,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22060809,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15247336,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,640011843,214040576
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21494315,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15007802,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,646502531,214040576
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21966739,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15076808,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,643615403,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22045994,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15756104,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,642122743,214040576
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22213139,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15167033,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,639170278,214040576
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22160103,6520832
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,16349256,3330048
memo,raven,a_story_of_a_little_pet_bear,1000,1000,639065598,214040576
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21757017,6524928
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15137814,3334144
memo,raven,a_story_of_a_little_pet_bear,1000,1000,642450005,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,21889122,6524928
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15165485,3334144
memo,raven,a_story_of_a_little_pet_bear,1000,1000,638956355,214044672
dp,raven,a_story_of_a_little_pet_bear,1000,1000,22260025,6524928
dpopt,raven,a_story_of_a_little_pet_bear,1000,1000,15027561,3334144
memo,raven,gift_of_the_magi,1000,1000,638642760,216010752
dp,raven,gift_of_the_magi,1000,1000,22071256,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15321284,3334144
memo,raven,gift_of_the_magi,1000,1000,637427404,215654400
dp,raven,gift_of_the_magi,1000,1000,21679043,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15123209,3334144
memo,raven,gift_of_the_magi,1000,1000,634273887,216010752
dp,raven,gift_of_the_magi,1000,1000,21985190,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15098871,3334144
memo,raven,gift_of_the_magi,1000,1000,634789563,216018944
dp,raven,gift_of_the_magi,1000,1000,22070247,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15075977,3334144
memo,raven,gift_of_the_magi,1000,1000,635201335,216023040
dp,raven,gift_of_the_magi,1000,1000,21920031,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15126033,3334144
memo,raven,gift_of_the_magi,1000,1000,637885749,216027136
dp,raven,gift_of_the_magi,1000,1000,22560892,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15182074,3334144
memo,raven,gift_of_the_magi,1000,1000,633159963,215592960
dp,raven,gift_of_the_magi,1000,1000,22219932,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15111362,3334144
memo,raven,gift_of_the_magi,1000,1000,636696078,215592960
dp,raven,gift_of_the_magi,1000,1000,21881395,6393856
dpopt,raven,gift_of_the_magi,1000,1000,15192721,3334144
memo,raven,gift_of_the_magi,1000,1000,636576336,216018944
dp,raven,gift_of_the_magi,1000,1000,21807153,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15074861,3338240
memo,raven,gift_of_the_magi,1000,1000,634484238,215560192
dp,raven,gift_of_the_magi,1000,1000,21953780,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15139856,3338240
memo,raven,gift_of_the_magi,1000,1000,636045922,216018944
dp,raven,gift_of_the_magi,1000,1000,22150575,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15357546,3338240
memo,raven,gift_of_the_magi,1000,1000,637661238,216018944
dp,raven,gift_of_the_magi,1000,1000,22140159,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15070779,3338240
memo,raven,gift_of_the_magi,1000,1000,636263374,216023040
dp,raven,gift_of_the_magi,1000,1000,22007705,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15421604,3338240
memo,raven,gift_of_the_magi,1000,1000,637518225,216035328
dp,raven,gift_of_the_magi,1000,1000,21998484,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15211185,3338240
memo,raven,gift_of_the_magi,1000,1000,645528504,215584768
dp,raven,gift_of_the_magi,1000,1000,21940822,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15196451,3338240
memo,raven,gift_of_the_magi,1000,1000,637501081,215584768
dp,raven,gift_of_the_magi,1000,1000,21972916,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15187406,3338240
memo,raven,gift_of_the_magi,1000,1000,637031869,215584768
dp,raven,gift_of_the_magi,1000,1000,21752848,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15040210,3338240
memo,raven,gift_of_the_magi,1000,1000,640737578,216027136
dp,raven,gift_of_the_magi,1000,1000,22076048,6397952
dpopt,raven,gift_of_the_magi,1000,1000,15136835,3338240
memo,raven,gift_of_the_magi,1000,1000,638598121,216031232
dp,raven,gift_of_the_magi,1000,1000,21897782,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15378897,3342336
memo,raven,gift_of_the_magi,1000,1000,635016435,216023040
dp,raven,gift_of_the_magi,1000,1000,21841254,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15232221,3342336
memo,raven,gift_of_the_magi,1000,1000,645306885,216031232
dp,raven,gift_of_the_magi,1000,1000,22099240,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15120034,3342336
memo,raven,gift_of_the_magi,1000,1000,638291865,216031232
dp,raven,gift_of_the_magi,1000,1000,22053843,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15347983,3342336
memo,raven,gift_of_the_magi,1000,1000,633187410,216031232
dp,raven,gift_of_the_magi,1000,1000,21757935,6402048
dpopt,raven,gift_of_the_magi,1000,1000,14930210,3342336
memo,raven,gift_of_the_magi,1000,1000,648718249,216027136
dp,raven,gift_of_the_magi,1000,1000,21826157,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15186585,3342336
memo,raven,gift_of_the_magi,1000,1000,640554022,216043520
dp,raven,gift_of_the_magi,1000,1000,21945056,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15137477,3342336
memo,raven,gift_of_the_magi,1000,1000,630957103,215613440
dp,raven,gift_of_the_magi,1000,1000,22145594,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15485873,3342336
memo,raven,gift_of_the_magi,1000,1000,642304922,215613440
dp,raven,gift_of_the_magi,1000,1000,22109316,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15150718,3342336
memo,raven,gift_of_the_magi,1000,1000,640425514,215613440
dp,raven,gift_of_the_magi,1000,1000,21933357,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15218080,3342336
memo,raven,gift_of_the_magi,1000,1000,632174934,215597056
dp,raven,gift_of_the_magi,1000,1000,21963794,6402048
dpopt,raven,gift_of_the_magi,1000,1000,15161486,3342336
memo,raven,gift_of_the_magi,1000,1000,640537775,216035328
dp,raven,gift_of_the_magi,1000,1000,21816728,6406144
dpopt,raven,gift_of_the_magi,1000,1000,15172568,3346432
memo,raven,invention_of_a_new_religion,1000,1000,652801392,220135424
dp,raven,invention_of_a_new_religion,1000,1000,21997402,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15244393,3346432
memo,raven,invention_of_a_new_religion,1000,1000,649512254,220110848
dp,raven,invention_of_a_new_religion,1000,1000,21859660,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15156083,3346432
memo,raven,invention_of_a_new_religion,1000,1000,642127071,219934720
dp,raven,invention_of_a_new_religion,1000,1000,22019588,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15583704,3346432
memo,raven,invention_of_a_new_religion,1000,1000,648646250,219938816
dp,raven,invention_of_a_new_religion,1000,1000,22018153,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15190866,3346432
memo,raven,invention_of_a_new_religion,1000,1000,650657002,220102656
dp,raven,invention_of_a_new_religion,1000,1000,22255691,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15315630,3346432
memo,raven,invention_of_a_new_religion,1000,1000,648595466,219996160
dp,raven,invention_of_a_new_religion,1000,1000,23654946,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,16285515,3346432
memo,raven,invention_of_a_new_religion,1000,1000,649273500,220135424
dp,raven,invention_of_a_new_religion,1000,1000,21508598,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15130150,3346432
memo,raven,invention_of_a_new_religion,1000,1000,647946998,220131328
dp,raven,invention_of_a_new_religion,1000,1000,22009613,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15087962,3346432
memo,raven,invention_of_a_new_religion,1000,1000,649754149,219914240
dp,raven,invention_of_a_new_religion,1000,1000,21743368,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15074456,3346432
memo,raven,invention_of_a_new_religion,1000,1000,653195068,220135424
dp,raven,invention_of_a_new_religion,1000,1000,21957419,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15166595,3346432
memo,raven,invention_of_a_new_religion,1000,1000,650485724,220135424
dp,raven,invention_of_a_new_religion,1000,1000,22154016,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15052534,3346432
memo,raven,invention_of_a_new_religion,1000,1000,644982690,219951104
dp,raven,invention_of_a_new_religion,1000,1000,21645376,6406144
dpopt,raven,invention_of_a_new_religion,1000,1000,15364431,3346432
memo,raven,invention_of_a_new_religion,1000,1000,644943789,220135424
dp,raven,invention_of_a_new_religion,1000,1000,21928888,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15245193,3465216
memo,raven,invention_of_a_new_religion,1000,1000,643171720,219889664
dp,raven,invention_of_a_new_religion,1000,1000,21922363,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15203902,3465216
memo,raven,invention_of_a_new_religion,1000,1000,649390876,219889664
dp,raven,invention_of_a_new_religion,1000,1000,21804081,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15219680,3465216
memo,raven,invention_of_a_new_religion,1000,1000,643697696,220102656
dp,raven,invention_of_a_new_religion,1000,1000,22562638,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15221615,3465216
memo,raven,invention_of_a_new_religion,1000,1000,655372623,220106752
dp,raven,invention_of_a_new_religion,1000,1000,22004794,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15208852,3465216
memo,raven,invention_of_a_new_religion,1000,1000,645835629,220135424
dp,raven,invention_of_a_new_religion,1000,1000,22006209,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15138013,3465216
memo,raven,invention_of_a_new_religion,1000,1000,648637784,220102656
dp,raven,invention_of_a_new_religion,1000,1000,21745945,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15184043,3465216
memo,raven,invention_of_a_new_religion,1000,1000,647075434,220098560
dp,raven,invention_of_a_new_religion,1000,1000,21685284,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15232900,3465216
memo,raven,invention_of_a_new_religion,1000,1000,649873938,220135424
dp,raven,invention_of_a_new_religion,1000,1000,23871324,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15907599,3465216
memo,raven,invention_of_a_new_religion,1000,1000,646723345,220135424
dp,raven,invention_of_a_new_religion,1000,1000,22045819,6393856
dpopt,raven,invention_of_a_new_religion,1000,1000,15322432,3465216
memo,raven,invention_of_a_new_religion,1000,1000,650998478,220106752
dp,raven,invention_of_a_new_religion,1000,1000,21995096,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,16154133,3469312
memo,raven,invention_of_a_new_religion,1000,1000,656041814,220110848
dp,raven,invention_of_a_new_religion,1000,1000,21963462,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15252053,3469312
memo,raven,invention_of_a_new_religion,1000,1000,649127021,219865088
dp,raven,invention_of_a_new_religion,1000,1000,21641389,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15025713,3469312
memo,raven,invention_of_a_new_religion,1000,1000,670763373,219881472
dp,raven,invention_of_a_new_religion,1000,1000,22005939,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15192485,3469312
memo,raven,invention_of_a_new_religion,1000,1000,653712049,219885568
dp,raven,invention_of_a_new_religion,1000,1000,21961185,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15118385,3469312
memo,raven,invention_of_a_new_religion,1000,1000,648432311,219885568
dp,raven,invention_of_a_new_religion,1000,1000,21716695,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15023781,3469312
memo,raven,invention_of_a_new_religion,1000,1000,649155057,219893760
dp,raven,invention_of_a_new_religion,1000,1000,21954372,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15240011,3469312
memo,raven,invention_of_a_new_religion,1000,1000,655094272,220106752
dp,raven,invention_of_a_new_religion,1000,1000,22075558,6397952
dpopt,raven,invention_of_a_new_religion,1000,1000,15815041,3469312
